ID,CATEGORY,TOPICS,SOURCE,HEADLINE,TEXT,LINK
68,TRUE,Covid-19,El Economista,"Cargamento con 219,375 vacunas contra Covid-19 de Pfizer llega a México","La mañana de este martes aterrizarón en México 219,375 dosis de la vacuna contra el Covid-19 de Pfizer, de las cuales 214,000 se dirigieron al Aeropuerto Internacional de Ciudad de México (AICM), y el resto en el Aeropuerto de Monterrey, informó el secretario de Salud federal, Jorge Alcocer.

El secretario de Salud resaltó que la llegada de las vacunas ha ayudado a contener la incertidumbre ante la pandemia de Covid-19. Recordó que la vacuna debe ir acompañada de las otras medidas de control.

Indicó que desde el 23 de diciembre se han recibido en México cerca de 500,000 dosis de la vacuna contra Covid-19 de Pfizer, con lo que se ha vacunado a 492,529 trabajadores de salud, que están en la primera línea de atención en los hospitales Covid de todos los estados de la República. Por su parte, el secretario de Hacienda y Crédito Público, Arturo Herrera informó que hasta el momento se han destinado 6,251 millones de pesos para el pago de la vacuna de Pfizer y señaló que esta mañana se liquidaron 124 millones de pesos.

Herrera indicó que pese al cambio en el calendario de fechas de la llegada de los cargamentos de las vacunas Pfizer, a causa de la disminución de distribución que está realizando la farmacéutica como parte del llamado de la ONU para que se distribuyan vacunas a países pobres, para finales de marzo, México habrá recibido casi 5 millones de dosis de dicha vacuna.

Dijo que pese a la reducción de Pfizer y junto con la llegada de vacunas de otras farmacéuticas con las que el país tiene ya contratos se permitirá que hacia finales de marzo se puedan haber vacunado los dos grupos objetivo iniciales (trabajadores de la salud y adultos mayores). ",https://www.eleconomista.com.mx/politica/Cargamento-con-219375-vacunas-contra-Covid-19-de-Pfizer-llega-a-Mexico-20210119-0050.html
69,FALSE,Covid-19,Facebook,Venezuela será el ‘primer país occidental en recibir la vacuna rusa contra el COVID-19’,"AHORA SI, OFICIAL, HACE 2 HORAS Y MEDIA, POR CADENA NACIONAL, 4 PM HORA DE MOSCÚ, 12 DEL MEDIO DÍA HORA DE GREENWICH, 7:30 AM HORA DE CARACAS, EL MINISTRO DE SALUD DE LA FEDERACIÓN RUSA DR. MIJAÍL MURASHKO ANUNCIA A SU NACIÓN Y AL MUNDO ENTERO LO QUE YO HABÍA YA INFORMADO HACE 6 DÍAS, QUE RUSIA TIENE LA VACUNA CONTRA EL CORONAVIRUS COVID 19, que ya se completó la fase de ensayos clínicos con resultados totalmente satisfactorios, que a partir del lunes se procederá con su registro sanitario, que a partir del lunes 10 de Agosto a colectivos especiales Rusos (Médicos, Maestros, funcionarios de salud, Policías y demás órganos de seguridad, y aquellos trabajadores de industria y comercio esenciales, miembros y funcionarios del ejecutivo nacional), y que a partir del lunes 5 de octubre de 2020 comenzará la vacunación masiva y gratuita a toda la población, momento en la cual se prevé igualmente que será facilitada a sus socios más allegados, y para el Mundo entero para aquellos que así le soliciten a partir del lunes 02 de noviembre (que casualidad vale, un día antes de las elecciones en los EEUU),
Señores, muy pronto aquí tendremos el anuncio del Presidente de la República, todo el pueblo venezolano gratuitamente comenzará a ser vacunado a partir del 05 de octubre de 2020, esa era la gran noticia, la información que tenia y que se tuvo que aguantar de anunciar en su alocución del día de ayer, SEÑORAS Y SEÑORES TENEMOS VACUNA, NUESTRO SOCIO LO HA ANUNCIADO Y NOS TIENE EN CUENTA, SEREMOS LA PRIMERA NACIÓN DEL MUNDO ACCIDENTAL EN QUE SE SUBMINISTRE LA VACUNA CONTRA EL COVID 19.
FELIZ NAVIDAD POR ADELANTADO MI GENTEEEEEE....",https://www.facebook.com/josealonso.infantemosquera.9/posts/348016976193050
70,TRUE,Internacional,Noticia ONU,Papa Francisco: El coronavirus nos enfrenta a elegir entre la solidaridad mundial y el nacionalismo y aislamiento,"El Papa Francisco destacó este viernes que la crisis originada por el coronavirus nos coloca frente a una doble vía: la que conduce al fortalecimiento del multilateralismo, “como expresión de una solidaridad fundamentada en la justicia y en el cumplimiento de la paz y de la unidad de la familia humana”; y, por otro lado, la que nos encamina “a actitudes de autosuficiencia, nacionalismo, proteccionismo, individualismo y aislamiento”, apartando a los más pobres y vulnerables. Durante su discurso en el debate de alto nivel de la Asamblea General, el Sumo Pontífice destacó la urgente necesidad de apoyar la salud pública y de garantizar el derecho de cualquier persona a recibir atención médica básica.

Al mismo tiempo, instó a los gobernantes y al sector privado a tomar las medidas necesarias para asegurar el acceso general a la vacuna contra la COVID-19, agregando que, si hubiera que favorecer a alguien sea al “más pobre, el más vulnerable, aquel que normalmente queda discriminado por no tener poder ni recursos económicos”.
El efecto de la COVID-19 y las nuevas tecnologías en el trabajo

Ante un sector laboral que se debate entre la incerteza y la robotización, el Papa reivindicó la necesidad de encontrar nuevas fórmulas laborales que puedan satisfacer el potencial humano y que garanticen nuestra dignidad.

Para alcanzar este trabajo digno destacó la necesidad de “cambiar el paradigma económico dominante que sólo busca ampliar las ganancias de las empresas” y añadió que uno de los principales objetivos de los empresarios debería ser el ofrecer empleo a más personas.

“El progreso tecnológico es útil y necesario siempre que sirva para hacer que el trabajo de las personas sea más digno, más seguro, menos pesado y agobiante”, afirmó, explicando que este proceso requiere un cambio de dirección “sin embargo, este cambio necesita un marco ético más fuerte, capaz de superar la tan difundida e inconscientemente consolidada ‘cultura del descarte’”, acotó. Atentado contra la humanidad

El Papa defendió que el modelo actual produce “una gran falta de respeto por la dignidad humana, una promoción ideológica con visiones reduccionistas de la persona, una negación de la universalidad de sus derechos fundamentales, y un deseo de poder y de control absolutos que domina la sociedad moderna de hoy. Digámoslo por su nombre: esto también es un atentado contra la humanidad”.

El líder de la Iglesia Católica extendió su crítica a la larga lista de derechos fundamentales de las personas que son violados con impunidad y que “nos hace llegar la terrible imagen de una humanidad violada, herida, privada de dignidad, de libertad y de la posibilidad de desarrollo”.
Hay que acabar con la desconfianza mundial

En clave internacional resaltó la necesidad de interrumpir el clima de desconfianza existente y advirtió que la erosión del multilateralismo “resulta todavía más grave a la luz de nuevas formas de tecnología militar, como son los sistemas letales de armas autónomas, que están alterando irreversiblemente la naturaleza de la guerra, separándola aún más de la acción humana”.

Para ello, abogó por que la ONU se convierta “en un taller para la paz cada vez más eficaz”, una circunstancia que requiere “mayor unidad y determinación” de los miembros del Consejo de Seguridad, especialmente de los permanentes.

El Papa aplaudió la propuesta de alto el fuego de alcance mundial durante la crisis de coronavirus y reiteró la importancia de reducir las sanciones internacionales que impiden que los Estados brinden el apoyo adecuado a sus pueblos. ",https://news.un.org/es/story/2020/09/1481262
71,TRUE,Sociedad,El Universal,¿Cuándo se celebra el Año Nuevo Chino en 2021?,"Aunque para la sociedad occidental el año actual llega a su fin el 31 de diciembre, hay culturas que se rigen por otros calendarios. Este es el caso de China, en donde el Año Nuevo Chino comenzará hasta el 12 de febrero. Los festejos durarán 16 días, todo comenzará el 11 de febrero y culminará con el Festival de los faroles el 26 de febrero. Este año será conocido como el Año del Buey. 
Aquí te decimos todo lo que tienes que saber sobre el Año Nuevo Chino, los platillos típicos para la celebración, así como las tradiciones y costumbre más populares. Recuerda que esta celebración es una de las más importantes en aquel país.  
 Año Nuevo Chino

Esta celebración también es conocida como “El Festival de primavera”. De acuerdo con el académico Juan Carlos Vidalgüí, el Año Nuevo Chino comienza en el día indicado por el calendario lunar utilizado por aquel país. Durante esta gran fiesta, las personas buscan atraer felicidad, riqueza y salud. 

Es importante recordar que el Año Nuevo Chino no tiene una fecha fija, por lo que puede caer entre el 21 de enero y el 20 de febrero. Sin embargo, los preparativos para esta celebración comienzas semanas antes, cuando las personas limpian sus casas y compran todo lo necesario para preparar un festín y decorar sus hogares. 

En la víspera del Año Nuevo, las familias se reúnen para degustar deliciosos platillos. Una vez que llega la medianoche, la celebración comienza y las personas abren las puertas y ventanas de sus casas para que salga la energía negativa y por fin entre nueva energía a sus hogares. También es común que las familias lancen fuegos artificiales. Por otro lado, muchas familias no duermen y se quedan despiertos hasta el amanecer. 

La celebración culmina 15 días después, con la celebración del Festival de los faroles. En este día, las familias adornan sus casas con faroles, lanzan fuegos artificiales y se llevan a cabo desfiles y la famosa danza del dragón. 
 Tradiciones y costumbres

Para los chinos es muy importante que su hogar esté limpio antes de que comience el Año Nuevo Chino, pues es necesario eliminar todas las energías negativas que existan. También significa que están haciendo espacio para recibir cosas nuevas el siguiente año. 

Otra de las costumbres más populares es regalarle sobres rojos con dinero a los niños. Esta tradición es conocida como Hong bao. Una vez que comienza el Año Nuevo, las personas se visten con ropa nueva, que en muchos casos será roja. 

Según Vidalgüí, las familias decoran sus hogares con poemas llamados Chūn Lián, los cuales se escriben en color dorado y negro y posteriormente se ponen dentro de una sobre rojo, el cual se coloca en el marco de las puertas. Por otro lado, los chinos también usan papel picado y faroles para decorar sus hogares, los cuales deben ser rojos. También se coloca al Dios de la puerta para que proteja a las familias. 
Una de las tradiciones más importantes son la danza del dragón y la danza del león. Por un lado, el dragón representa “poder, dignidad y buena surte”, según el académico Ya Wen Teh. Por otro lado, se cree que la danza del león atraerá buena suerte y fortuna.
 ¿Qué se come durante el Año Nuevo Chino?

Durante la víspera del Año Nuevo Chino, las familias preparan una gran cantidad de deliciosos platillos para la celebración. Es importante recalcar que estos platillos tiene un significado muy especial, pues buscan atraer la buena suerte y las riquezas. Aunque cada familia es diferentes, los platillos más comunes para esta celebración son: 

*Pescado
*Fideos
*Empanadas
*Pastel de arroz",https://www.eluniversal.com.mx/mundo/cuando-se-celebra-el-ano-nuevo-chino-en-2021
72,FALSE,Sociedad,Onda Cero,La discoteca Joy Eslava cierra para siempre tras casi 40 años de historia,"Joy Eslava, la histórica discoteca de la calle Arenal de Madrid ha cerrado para siempre. Tras haber permanecido sin actividad desde el inicio de la pandemia provocada por la covid, el propietario de la sala, Pedro Trapote, ha decidido cerrar sus puertas.

Fuentes consultadas por Onda Cero aseguran que el inmenso local se convertirá en próximas fechas en un restaurante-sala de espectáculos. De hecho, las primeras obras para transformar el negocio ya han comenzado.

La discoteca Joy Eslava abrió sus puertas el 24 de febrero de 1981, un día después del intento de golpe de estado de Tejero. Trapote había adquirido la sala a su anterior propietario, el actor y director teatral Luis Escobar, para convertirla en uno de los locales de ocio más conocidos de toda Europa.
De la 'beautiful people' a la Movida madrileña

Para la reforma se utilizaron 280.000 kilos de acero y algunos desarrollos tecnológicos nunca antes vistos en una discoteca española.

El local se convirtió pronto en uno de los referentes de la llamada “beautiful people” que surgió a raíz de los pelotazos financieros de principios de los ochenta. Gente guapa que lo mismo aparecía en las páginas de economía de los periódicos como en las portadas de las revistas del corazón. Esa gente, relevante en la sombra, que de repente se tornó en famosa.

Pero también pasó por allí buena parte de aquellos que estaban construyendo la que luego se llamó “Movida madrileña”: cierto lumpen de salón que recorría aquel Madrid de Tierno Galván entre el Penta y Alcalá 20, pasando -claro- por Joy.

Se estima que en los casi cuarenta años de historia de la discoteca han bailado en su pista o tomado copas en sus reservados más de 20 millones de noctámbulos.
De teatro a plató de televisión

Durante los primeros años de funcionamiento como discoteca, Joy sirvió también como plató de televisión. Es su escenario se grababa semanalmente el programa musical de Televisión Española ‘Aplauso’.

Con anterioridad y bajo el nombre de Teatro Eslava (apellido de su primer propietario, Bonifacio Eslava, que era sobrino del músico Hilarión Eslava), el local fue uno de los escenarios más famosos de Madrid. Sus más de mil butacas fueron testigo de los éxitos de Celia Gámez, Nati Mistral, Concha Velasco o Norma Duval, entre otras estrellas.
Un incendio y un abrigo de pieles

Cerca de las navidades de 1998, mientras estaba en pleno funcionamiento, Joy Eslava sufrió un aparatoso incendio que destruyó la bóveda y la cubierta, sin que se produjera -afortunadamente- ninguna víctima.

Se celebraba aquella noche una fiesta a la que asistieron numerosas celebridades del mundo artístico. Cuentan testigos presenciales que al iniciarse el incendio, los responsables de Joy pidieron a la gente que desalojara inmediatamente la sala, pero “alguna folclórica se detuvo en el ropero para recuperar su exhuberante abrigo de pieles"".

Tras varios meses cerrada, volvió iniciar su actividad, que se detuvo en seco el pasado mes de marzo como consecuencia de las medidas de sanitarias decretadas por la expansión del coronavirus.

Finalmente, Joy Eslava, el mítico Joy (la Joy, según quien se refiera a este disco-teatro), no ha resistido el cierre sanitario, y su espacio será ocupado próximamente por un gran restaurante con actuaciones.
La nueva empresa, confirma el cambio de negocio

La nueva propiedad del negocio de la calle Arenal emitió a última hora de este miércoles a través de sus redes sociales un comunicado en el que confirmaba ""el mantenimiento de la oferta de ocio de calidad que lleva prestando en la ciudad de Madrid desde el año 1981"".

El comunicado explicaba que ""la remodelación de Joy Eslava promete marcar el inicio de una nueva etapa en la noche madrileña, convirtíendose en una de las salas más espectaculares y vanguardistas de Europa incorporando los equipamientos y servicios más innovadores"".

""En estos momentos la sala prefiere no ampliar más información, esperando el momento oportuno para presentar pública y oficialmente el nuevo proyecto"".",https://www.ondacero.es/emisoras/comunidad-madrid/madrid/discoteca-joy-eslava-cierra-siempre-casi-anos-historia_202011105fabdab30e37c40001002ab3.html
73,TRUE,Sociedad,La Nación,Padres que no ven a sus hijos,"Una de las consultas más frecuentes que recibo es la de personas que se separan, especialmente de padres que no ven más a sus hijos. ¿Por qué? Entre los muchos factores existentes, podemos pensar que a ese papá ver a su hijo le recuerda el vínculo original con la madre. Entonces cree que, desplazando al hijo, se olvida del pasado y de todo lo vivido. Se trata de una manera casi mágica de intentar negar lo sucedido.

Con esta actitud, no se da cuenta de que se está privando de una de las bendiciones más lindas que los padres tenemos: acompañar y ver crecer a nuestros hijos.

Distintas situaciones que suceden en el divorcio:

1. Mi ex no me permite ver a mis hijos
Muchas veces esta es una especie de venganza que es similar al caso anterior pero a la inversa. La persona tiene miedo de perder a su hijo, si ve al padre otra vez y, en realidad, lo utiliza como una forma de agredir a su expareja, sin darse cuenta de que está triangulando al niño que quedó en el medio de una batalla entre los adultos.

Puede ocurrir, en algunos casos, que el hijo no quiera ver al padre, justamente porque siente bronca. Ha asumido la batalla de los padres como propia y está influenciado por el otro progenitor que le habla mal del papá o de la mamá. Tiene una única versión, ""una sola voz"" en su cabeza y, como resultado, interpreta que hay una víctima y un victimario.

Por otro lado, también es frecuente ver a hijos que no quieren ver a sus padres porque se criaron en un ambiente de violencia y fueron testigos de cómo el padre golpeaba a su madre.

2. Después de la separación
El heredero del amor es el respeto, que es lo contrario del resentimiento, la venganza y la ira. Cuando uno se separa, debe construir un ""nuevo vínculo"". Ya no somos marido y mujer pero sentimos respeto mutuo y no hablamos mal del otro. El término respeto viene del latín respectus y quiere decir ""consideración o atención"". Es un sentimiento positivo que implica la acción de considerar o apreciar a una persona o a una cosa. En el original latino se puede traducir como ""mirar de nuevo"".

Respeto es lo opuesto a enfrentamiento y consiste en considerar al otro como un ser humano valioso. Nunca deberíamos divinizar a nuestro ex, pero tampoco satanizarlo. Lo ideal es humanizarlo. El nuevo vínculo que surge tras la separación debe estar basado en el respeto porque, si bien se deshace un vínculo anterior y se construye uno nuevo dejando algo muy querido y apreciado, hay que rendirles homenaje a los buenos momentos vividos (y decidir olvidar lo malo).

La meta en esta etapa es lograr un empate donde nadie ganó y nadie perdió. Como dice el tango: ""Mano a mano hemos quedado"". Se han vivido experiencias lindas y otras tristes. Lo bueno tiene que quedar en uno; lo feo hay que tomar la decisión de olvidarlo.

3. Nos separamos como pareja pero nunca como padres
Nuestra tarea como padres abarca las 24 horas del día, los 365 días del año. Y ahora viene la segunda gran etapa de educación que tendrán los hijos. La primera fue con mamá y papá juntos; la segunda será con mamá y papá separados.

Los hijos son para toda la vida. Un día ellos formarán su pareja y no hay nada mejor que sembrarles la semilla de que, aun cuando el vínculo no funcione, puede primar el respeto y la consideración por el otro en medio de la separación.

4. Uno se casa con un conocido y se separa de un desconocido
En general es la mujer la que toma la iniciativa de separarse. El varón es al que más le cuesta tolerar la soledad, por eso, suele armar una nueva pareja mucho más rápido que ella y con alguien cinco o diez años menor que él.

Jamás los hijos deben ser un motivo de venganza entre los padres, aunque sientan que están frente a un desconocido. Se puede discutir por el auto, por la casa, por el dinero; pero nunca por ""la cabeza de un hijo"".

5. ""Un clavo no saca otro clavo""
Cuando uno se separa, es bueno tomarse un tiempo (varios meses) para poder elaborar la pérdida y todo lo que sucedió. De ese modo, es posible transformar los recuerdos dolorosos en experiencia y crecimiento. ""Cuando se quema la casa, cualquier choza parece linda"". Este eufemismo enfatiza la importancia de darse tiempo y de no armar pareja con otra persona enseguida. Muchos, en medio de la separación, inmediatamente conocen a alguien y actúan por impulso, no por reflexión. Descubren que la segunda pareja tampoco funciona dado que le pasan facturas al otro porque conservan las mismas broncas de la primera relación que no se resolvieron adecuadamente. No se puede construir sobre ruinas.

Las personas separadas, al igual que las solteras, deben evitar quemar etapas. Hay que animarse a estar solo y, de a poco, remar la vida afectiva. Mucha gente que pasa por la experiencia de la separación siente miedo. Lo aconsejable en estos casos es ir de menos a más y darse tiempo para construir nuevos vínculos. La vida siempre nos da una nueva oportunidad.

Y a aquel padre (papá o mamá) que no ve a sus hijos, siempre le compartimos un ejercicio de reflexión. Le pedimos que se imagine a su hijo (que tiene 8 años) sentado delante de nosotros con 40 años. ¿Qué le diría este sobre cómo fue su infancia y la relación con su padre? ¿Qué cosas compartieron?

La mayoría de las personas que llevan a cabo este ejercicio de imaginación y visualización hacia el futuro comienzan a llorar. Ningún padre debe perderse la posibilidad de criar a sus hijos con besos y abrazos, con tiempo de calidad, con respeto. Y, sobre todo, de acompañar su crecimiento con un amor profundo y permanente.",https://www.lanacion.com.ar/sociedad/padres-que-no-ven-a-sus-hijos-nid2160707/
74,FALSE,Sociedad,AFPFactual,,"Esto no es #California ni Estados Unidos, esto es #Coahuila 
El fuego entre Coahuila y Nuevo León no da tregua: 
se registra caída de ceniza en las zonas aledañas Personal de Protección Civil de ambas entidades han desalojado a las personas que viven en los alrededores de la Sierra de Arteaga
Entre los límites de los estados norteños de Coahuila y Nuevo León, desde la tarde de este martes se generé un incendio que hasta este miércoles no ha logrado se ha controlado en su totalidad. La zona de los hechos es la sierra de Arteaga e incluso los pobladores aledaños ya han empezado a reportar la caída de ceniza derivado del siniestro.
Más de 150 brigadistas de la Secretaría de Medio Ambiente, de la Comisión Nacional Forestal (Conafor) y de Protección Civil, vía terrestre acuden a las labores de sofocar el siniestro y se coordinan en operaciones aéreas en tres helicópteros según datos de esas dependencias estatales. A las labores se sumó personal de la Secretaría de la Defensa Nacional.
“Los elementos que trabajan para controlar el #incendio pertenecen a @CONAFOR #ProtecciónCivil de @GobDeCoahuila y municipio de #Arteaga, @SEDENAmx @GN_MEXICO_ @FGECoahuila, brigada rural Lirios, Amigos de Arteaga, personas voluntarias y @BomberoSALTCOAH”, indicó la Conafor a través de Twitter.",https://www.facebook.com/121335909270664/posts/506040694133515
75,FALSE,Covid-19,AFPFactual,,"MASCARILLAS.... PREFERENTEMENTE PARA CARNAVAL Y HALLOWEEN 🔴
.
☑️""No tengo problema en ponerme una mascarilla durante media hora si tengo que ir de compras. Incluso si es inútil. Mal por media hora no me hace. Pero si vienes a decirme que mis hijos tienen que llevarlo puesto durante todas las horas que van a la escuela, cuando cualquier cardiólogo te dirá que corren el riesgo de infarto, cualquier dermatólogo que corren el riesgo de micosis y dermatitis, cualquier inmunólogo que debajo de la máscara se multipliquen los gérmenes y que sin contactos sociales el sistema inmunitario se debilitará, entonces NO! Hasta ahí no llego.""",https://www.facebook.com/photo.php?fbid=2717417741832416&set=a.1824583827782483&type=3
76,TRUE,Sociedad,El Universal,"Fallece Marissa Garrido, pilar de la televisión mexicana","La dramaturga y escritora de telenovelas Marissa Garrido falleció el día de hoy a los 95 años de edad, así lo dio a conocer la Sociedad General de Escritores de México (SOGEM) en sus redes sociales. 

“Lamentamos profundamente el sensible fallecimiento de la escritora Marissa Garrido, socia fundadora de la SOGEM”, se lee en su publicación.  De acuerdo a la productora de televisión Laura Zapata, la escritora lamentablemente murió a causa de Covid-19.   Garrido es considerada como uno de los pilares fundamentales de la televisión mexicana, dentro de su trayectoria profesional escribió 45 adaptaciones y 65 historias originales para la televisión. 

Entre ellas se encuentran las telenovelas “En busca del paraíso”, “Besos prohibidos”, “Duelo de pasiones”, “Paloma”, “Juegos del destino”, “Anélica”, entre otras. 

Nacida en la Ciudad de México, la escritora estuvo influenciada en las artes desde muy temprana edad por sus padres; su padre fue un compositor chileno Juan S. Garrido, y su madre fue la actriz mexicana llamada Carmen Arozamena, exintegrante de un grupo teatral.  

También fue conocida por escribir diversas radionovelas desde 1949, entre ellas, “Diario de una mujer”, “Corazón salvaje”, “Al grito de la sangre”, entre muchas más. ",https://www.eluniversal.com.mx/espectaculos/fallece-marissa-garrido-pilar-de-la-television-mexicana
77,FALSE,Covid-19,AFPFactual,Los CDC confirman que las mascarillas no sirven para nada (salvo para humillar a la población),"El viernes los CDC (Centros para el Control y la Prevención de Enfermedades de Estados Unidos) publicaron un informe sobre la eficacia de las mascarillas en la propagación del coronavirus que ha tenido una triunfal acogida mediática a lo largo del fin de semana.

El titular del Washington Post ha sido: “Tras el levantamiento de las restricciones por parte del Estado, los CDC afirman que las órdenes de uso de mascarillas pueden reducir las muertes”.

El New York Times asegura que “el uso de mascarillas, según el estudio de los CDC, estaba relacionado con una disminución de las infecciones por coronavirus y de las muertes por Covid-19”.

Por su parte, la cadena NBC califica el informe como una “prueba sólida de que las mascarillas obligatorias pueden frenar la propagación del coronavirus”.

Dado que dichos medios carecen de la más mínima credibilidad, acudimos al informe original (1), según el cual la diferencia ente los condados que en Estados Unidos impusieron las mascarillas obligatoriamente y las que no es de 1,32 por ciento a favor de los primeros en los 100 días posteriores a su obligatoriedad.

Como se puede ver, la diferencia es insignificante y no justifica los titulares de los medios.

El informe ha sido redactado por al menos una docena de médicos, investigadores de doctorado y, curiosamente, un puñado de abogados. Según el análisis, entre el 1 de marzo y el 31 de diciembre del año pasado las mascarillas eran obligatorias en 2.313 de los 3.142 condados de Estados Unidos.

A partir del dato cabe realizar toda suerte de cábalas, como la de suponer que el hecho de que las mascarillas no sean obligatorias no significa que las personas no las lleven de manera voluntaria.

Pero también cabe pensar, en sentido inverso, que a pesar de que sean obligatorias, hay muchas personas que no las llevan.

Ahora bien, desde el punto de vista político, lo que interesa es la obligatoriedad de las mismas, que es en donde realmente está el fracaso: la imposición de mascarillas, además de ser un gesto de humillación hacia las personas, carece de relevancia epidemiológica o, dicho de otra manera, se hubieran obtenido los mismos resultados con una simple recomendación de uso.

Si de la política pasamos a la ciencia, la conclusión es idéntica, como venimos afirmando desde el inicio de la pandemia. Es algo sabido desde hace décadas. Por ejemplo, en 1981 Neil W. Orr estudió la incidencia de las infecciones en los quirófanos al dejar de utilizar mascarillas durante 6 meses, en los que no se produjo ningún aumento de las infecciones en las heridas (2).

Diez años después los cirujanos se encontraron con un resultado mucho más sorprendente, que publicó la revista médica World Journal of Surgery: el uso de mascarillas quirúrgicas no disminuye las infecciones de las heridas postoperatorias. Más bien al contrario: las infecciones se reducen a la mitad cuando no se utilizan mascarillas (3).

Todas estas tesis se han repetido en bastantes ocasiones. En consecuencia, si la ciencia viene sosteniendo que las mascarillas no sirven para nada, ni siquiera en un quirófano, ¿por que obligan a las personas a llevarlas por la calle?",https://mpr21.info/los-cdc-confirman-que-las-mascarillas-no-sirven-para-nada-salvo-para-humillar-a-la-poblacion/?fbclid=IwAR1JirXsdrY0ML_OZHVbO-Cw6kkXHg1ugYMtvThZZnPaDMm1mUgHz9lvF7s
78,FALSE,Sociedad,El Cierre Digital,"Un avión militar marroquí aterriza en Gran Canaria bajo el ""disfraz"" de una línea comercial","La página WEB FLIGHTRADAR 24 registró durante diciembre y enero la existencia de varios planes de vuelo desde Casablanca con destino a Gran Canaria y El Aaium ejecutado por un avión C-130H-LM Hércules, de la aerolínea Royal Moroccan Air Force, pero bajo la presunta simulación de trayectos comerciales pertenecientes a la línea aérea nacional de Marruecos, Royal Air Maroc.
Durante uno de esos vuelos la aeronave militar Hércules despegó de Casablanca, entró en el espacio aéreo español, y sobrevoló Canarias hasta que aterrizó en el Aeropuerto de Gran Canaria en diferentes ocasiones, tal como señala la página Fligthrada24, una página de información aérea, que a su vez, registra igualmente la WEB de Aena, pero, en el caso del Hércules, ambas páginas señalan los controvertidos trayectos militares  bajo la titularidad de vuelos regulares  operados por la compañía Royal Air Maroc, como informa en exclusiva El Cierre Digital. Es decir, ambos operadores aéreos, el militar y el civil, se solapan en la información de las páginas de información de vuelos, generando confusión y sospechas sobre estos operadores. Estos trayectos aéreos coinciden con el anuncio del ministro del Interior para repatriar a Marruecos a los inmigrantes irregulares llegados en pateras a las Islas Canarias, pero la polémica vendría por la entrada de estas naves militares marroquíes en territorio español, o las dudas que se suscitan en cuanto a la visibilidad del Hércules en la citada página.

Según  la ruta, el avión militar C-130H-LM Hércules, de la aerolínea Royal Moroccan Air Force, procedente de Casablanca, sobrevoló el Océano Atlántico rumbo a Canarias, entró en el espacio aéreo español, hasta que aterrizó en el Aeropuerto de Gran Canaria, durante el pasado 23 de diciembre y 20 de enero, tal como señala la página Fligthradar24 trayectos aéreos ejecutados por este avión que, también reconoce la WEB de Aena. Pero los vuelos realizados por esta mítica aeronave militar, Hércules, realmente, aparecen registrados por Aena bajo la titularidad de trayectos comerciales de pasajeros, pertenecientes a la línea aérea nacional de Marruecos, Royal Air Maroc. Vuelos militares con apariencia civil, o en el supuesto opuesto, vuelos civiles con apariencia militar, trayectos que podrían abrir una polémica hacia el responsable máximo del Aeropuerto de Gran Canaria, el Delegado del Gobierno, Anselmo Pestana, en relación a estos hechos confusos.",https://elcierredigital.com/investigacion/810254611/avion-militar-marruecos-aterriza-gran-canaria-disfraz-linea-comercial.html
79,FALSE,Política,Don Diario,Terrible: ¡¡Sánchez subvencionó con dinero público a la consultora de su fiel escudero Iván Redondo!! ,"La subvención pública que Pedro Sánchez adjudicó a la consultora de Iván Redondo

La consultora del Jefe de Gabinete de Pedro Sánchez, Iván Redondo, se benefició de una subvención pública en noviembre de 2018, según ‘prNoticia’.

Redondo y Asociados Consultores políticos, la empresa de Iván Redondo que ahora se llama Erre y Asociados Consultores de Comunicación SL, obtuvo una subvención pública de 3.000 euros trimestrales por ‘Fomento de Empleo’ que fue publicada en el Boletín Oficial del Estado. Por aquel entonces, Iván Redondo ya era director del Gabinete de la Presidencia de Moncloa.

Así pues, la consultora de Redondo recibió subvenciones públicas hasta el 3 de agosto de 2018, cuando renunció a ingresar nuevas subvenciones. La consultora de Iván Redondo ha aumentado sus ingresos desde que está en el Gobierno

Erre y Asociados Consultores de Comunicación ha disparado sus ingresos desde que Iván Redondo entró en el Gobierno. 

Si en 2017 el volumen de negocio de la consultora de Redondo fue de 192.120 euros (15.547 euros de beneficio), en 2018 aumentó hasta los 249.561 euros (41.299 de beneficio, según las cuentas que aparecen en Registro Mercantil. En la actualidad y desde que Pedro Sánchez llegó a la Moncloa, la administradora de la consultora de Ivan Redondo es Sandra Rudy, su pareja.

Iván Redondo tiene un salario de 126.124,03 euros anuales (más que Pedro Sánchez) como jefe de Gabinete del presidente. ",https://dondiario.com/terrible-sanchez-subvenciono-con-dinero-publico-a-la-consultora-de-su-fiel-escudero-ivan-redondo
